province,name,address
铜陵,铜陵店,铜陵市石城大道与翠湖一路交汇处东北角
苏州,吴江南店,吴江市吴江中山南路1088号
常州,丽华店,常州市天宁区天鹅湖花园16幢
淮安,公园店,淮安市南昌路与威海路交汇处东北角
淮安,洪泽店,淮安市洪泽县北京路86号
盐城,射阳店,射阳县红旗路与健康路交界口
南通,北大街店,南通市港闸区北大街108号
丽水,丽水店,丽水市莲都区宇雷北路185号
泰州,靖江店,江苏省靖江市车站路与工农路交汇处
宿迁,泗阳店,泗阳县淮海中路与桃源北路交叉口
南京,浦口店,江苏省南京市浦口区江浦街道新浦路126号
绍兴,袍江店,绍兴袍江新区世纪街与环一直路交汇处东北角
扬州,江都店,仙女镇文昌东路1168号
蚌埠,文化广场店,蚌埠市兴业街555号宝龙城市广场
苏州,长江路店,苏州市高新区长江路556号(港龙城B幢)
阜阳,太和店,阜阳市太和县长征路中段东侧
徐州,南关欣欣店,徐州市泉州区北京路与欣欣路交汇处东北角
无锡,盛岸西路店,无锡市北塘区盛岸西路与新兴路交汇处东南角
上海,南翔店,上海市嘉定区沪宜公路1000号
淮安,淮安店,淮安市楚州区翔宇大道与北门大街交汇处(东南角)
绍兴,柯桥店,绍兴市柯桥区兴越路与湖西路交汇处东南角
台州,玉环店,玉环县榴岛大道与珠港大道交叉口
苏州,木渎店,苏州市吴中区木渎镇中山东路88号
衢州,江山店,浙江省江山市双塔街道城北广场98号
阜阳,临泉店,安徽省阜阳市临泉县解放路与纬六路交汇处西北角
芜湖,湾沚店,安徽省芜湖市湾沚区世纪大道与迎宾大道交汇处东北角
蚌埠,怀远店,安徽省蚌埠市怀远县307省道及三桥路西南角处
温州,塘下店,瑞安市塘下镇中心大道与瑞安大道西南角紫荆假日广场
泰州,梅兰东路店,泰州市海陵区梅兰东路299号
南通,启东店,启东市民胜中路与灵秀中路交汇处
常州,遥观店,常州市武进区遥观镇今创路与中吴大道交汇处西南角
徐州,邳州店,邳州市瑞兴路与闽江路交界处
滁州,明光店,安徽省明光市明珠路与池河大道交叉口东北角
无锡,广瑞路店,无锡市锡沪中路55号
衢州,龙游店,浙江衢州龙游县老火车站北侧人民广场
南通,观音山店,南通市崇川区青年中路200号
无锡,锡山店,江苏省无锡市锡山区锡沪路南、润锡路东
六安,六安店,安徽省六安市金安区中市街道人民西路紫御府大发广场
池州,青阳店,安徽省池州市青阳县富阳南路与九子大道交汇处西南角
